name,information,address,price,owner,complex_name,house_type,in_pledge,construction_year,ceiling_height,furniture_info,bathroom_info,condition,area,room_count,floor,floor_count,district
"2-комнатная квартира, 42 м², 8 этаж","жил. комплекс BUQAR JYRAU EXCLUSIVE, монолитный дом, 2024 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, Горящая цена 🔥🔥🔥 Эксклюзивное предложение 🔸ЖК “Buqar Jyrau Exclusive” 🔸 Дом Комфорт + класса 🔸Застройщик MWC 🔸 Евродвушка 🔸 Кодовые замки 🔸 Паркинг 🔸 Потолки 3 м 💣 Продается Евродву…", Туран 52/5 52/6 52/7,28000000,Риелтор,buqar jyrau exclusive,монолитный дом,False,2024,3.0,,совмещенный,хорошее,42.0,2,,,Есильский р-н
"1-комнатная квартира, 38.6 м², 3/9 этаж","монолитный дом, 2019 г.п., состояние: хорошее, санузел совмещенный, меблирована полностью, Продам 1 - комнатную квартиру, в благополучном районе, с хорошим ремонтом и приятной обстановкой В квартире все делали для себя, качественный ламинат, плитка, межкомнатные двери. Произведена замена стандарт…", Улы дала 84,21800000,Риелтор,,монолитный дом,False,2019,,,совмещенный,хорошее,38.6,1,3.0,9.0,Есильский р-н
"1-комнатная квартира, 45 м², 9/9 этаж","жил. комплекс Nova City, монолитный дом, 2022 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована частично, Красивая ерводвушка Развитая инфраструктура Школа Binom, детские сады", 38 34/2 — 38,19000000,Риелтор,nova city,монолитный дом,False,2022,2.7,,совмещенный,хорошее,45.0,1,9.0,9.0,Алматы р-н
"1-комнатная квартира, 44 м², 7/8 этаж","жил. комплекс Asylym, кирпичный дом, 2023 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, 1 комнатная в ЖК ""ASYLYM"". Дом расположен на ул. Мангелик Ел, окна смотрят на Триумфальную Арку! Дом сдан - ключи на руках, пред. чистовая отделка. Малоэтажный дом с красивой архитект…", Мангелик Ел 36,24900000,Хозяин недвижимости,asylym,кирпичный дом,False,2023,3.0,,совмещенный,хорошее,44.0,1,7.0,8.0,Есильский р-н
"1-комнатная квартира, 36.6 м², 11/12 этаж","жил. комплекс Рио-Де-Жанейро, кирпичный дом, 2023 г.п., потолки 2.7м., Рио -2, документы на руках можно в Ипотеку. 11/12 этажа, окна смотрят на Рио -1. Черновая улучшенная. Торг имеется", Султан Бейбарс 25/3,12500000,Хозяин недвижимости,рио де жанейро,кирпичный дом,False,2023,2.7,,,,36.6,1,11.0,12.0,Сарыарка р-н
"2-комнатная квартира, 69 м², 6/18 этаж","монолитный дом, 2016 г.п., жил. площадь 36.9 м², потолки 2.7м., санузел раздельный, телефон: нет, интернет ADSL, меблирована полностью, Екі бөлмелі пәтер сатылады. Жағдайы өте жақсы. Үй толығымен жабдықталған. Орналасқан жері ыңғайлы қиылыста, қаланың барлық жағына автобус жүреді. #90, 79, 81 о…", Коргалжинское шоссе 25 — Ч.Айтматова,28000000,Хозяин недвижимости,,монолитный дом,False,2016,2.7,,раздельный,,69.0,2,6.0,18.0,Есильский р-н
"2-комнатная квартира, 71 м², 8/9 этаж","жил. комплекс Жагалау-3, монолитный дом, 2012 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет ADSL, меблирована частично, 🔥🔥🔥 СРОЧНО продаю 2 комнатную квартиру в ЖК Жагалау, Нура район!🔥🔥🔥 ✅ Застройщик: ASI ✅ Стадия строительства: Cдан в 2011 год…", Чингиза Айтматова 36,25500000,Риелтор,жагалау 3,монолитный дом,False,2012,2.7,,раздельный,хорошее,71.0,2,8.0,9.0,Нура р-н
"1-комнатная квартира, 36 м², 9/9 этаж","жил. комплекс 7Я, монолитный дом, 2017 г.п., состояние: хорошее, потолки 2.7м", Тәуелсіздік 21/5,20500000,Хозяин недвижимости,7я,монолитный дом,False,2017,2.7,,,хорошее,36.0,1,9.0,9.0,Алматы р-н
"1-комнатная квартира, 46 м², 2/18 этаж","монолитный дом, 2020 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, меблирована частично, Пишите и звоните в любое время", Асфендиярова 3,21490000,Риелтор,,монолитный дом,False,2020,3.0,,совмещенный,хорошее,46.0,1,2.0,18.0,Нура р-н
"3-комнатная квартира, 48.7 м², 3/4 этаж","кирпичный дом, 1990 г.п., Если вы ищете кусочек культуры или европейского Прованса то эта уникальная возможность после приобретения этой квартиры погрузиться в этот колорит и насладиться прогулками вдоль набережной и весенним пением птиц, утренней чашечкой кофе на свежем воздухе! Инфраструктура р…", Бухарбай батыр 25,18500000,Риелтор,,кирпичный дом,False,1990,,,,,48.7,3,3.0,4.0,Сарыарка р-н
"3-комнатная квартира, 120 м²","жил. комплекс Алтын Орда, монолитный дом, 2008 г.п., потолки 3м., санузел 2 с/у и более, интернет ADSL, меблирована полностью", Алихана Бокейхана 16 — Набережная,79000000,Хозяин недвижимости,алтын орда,монолитный дом,False,2008,3.0,,2,,120.0,3,,,Сарыарка р-н
"1-комнатная квартира, 36 м², 14/16 этаж","жил. комплекс Nova City, монолитный дом, 2018 г.п., состояние: хорошее, потолки 2.7м., Продам 1-комнатную квартиру в ЖК Nova City, НЕ СТУДИЯ! 🔹Полностью с мебелью, техникой, заезжай и живи (продажа в связи с переездом). Мебель остаётся. 🔹Квартира очень тёплая, окна выходят на Экспо. 🔹️Шумоизоляци…", 38-ая ул 30,18500000,Хозяин недвижимости,nova city,монолитный дом,False,2018,2.7,,,хорошее,36.0,1,14.0,16.0,Есильский р-н
"1-комнатная квартира, 41 м², 3/9 этаж","жил. комплекс GreenLine.Vita, монолитный дом, 2023 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, меблирована полностью, Дом 2023года. Квартира новая, светлая, с мебелью. Прямо перед домом остановка. Инфраструктура развитая. Рядом ТРЦ Хан-Шатыр, в 5 минутах от дома. Локация очень удо…", Е-305 6 — Әнет баба,22500000,Хозяин недвижимости,greenline.vita,монолитный дом,False,2023,2.7,,совмещенный,хорошее,41.0,1,3.0,9.0,Нура р-н
"1-комнатная квартира, 40.6 м², 8 этаж","В залоге, жил. комплекс Apple City, монолитный дом, 2021 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, меблирована полностью, Продам квартиру (евродвушка) в престижном районе ЭКСПО!новый ремонт, полностью меблирована+ техни…", Бокейхана 25,27000000,Хозяин недвижимости,apple city,монолитный дом,True,2021,3.0,,совмещенный,хорошее,40.6,1,,,Есильский р-н
"3-комнатная квартира, 61.95 м², 9/9 этаж","жил. комплекс Jetisu.Aqsu, 2023 г.п., потолки 2.65м., санузел совмещенный, без мебели, Продается новая уютная квартира в перспективном развивающемся районе, жилой комплекс Жетису Аксу 3. Сделан свежий ремонт из качественных материалов. 2 спальные комнаты, зал и кухня-студия. В комнатах светло и теп…", Улы Дала 46/1,29500000,Хозяин недвижимости,jetisu.aqsu,,False,2023,2.65,без мебели,совмещенный,,61.95,3,9.0,9.0,Есильский р-н
"1-комнатная квартира, 35 м², 9/15 этаж","жил. комплекс Светлый, монолитный дом, 2006 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, интернет проводной, меблирована полностью, Продаю однокомнатную квартиру. Квартира в хорошем состоянии Алтынай хозяйка", Сарайшык 7/1,18000000,Хозяин недвижимости,светлый,монолитный дом,False,2006,2.7,,совмещенный,хорошее,35.0,1,9.0,15.0,Есильский р-н
"1-комнатная квартира, 45 м², 7/10 этаж","жил. комплекс Apple City, монолитный дом, 2020 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, интернет проводной, меблирована полностью, Срочно продается 1-комнатная квартира в престижном районе Астаны, возле ЭКСПО, *рядом Назарбаев Университет, Мега Силквей, школы BINOM, остановки, м…", Бокейхана 25,26000000,Хозяин недвижимости,apple city,монолитный дом,False,2020,3.0,,совмещенный,хорошее,45.0,1,7.0,10.0,Есильский р-н
"1-комнатная квартира, 35.4 м², 4/22 этаж","панельный дом, 2020 г.п., 10609673 Продается полноценная однокомнатная квартира в ЖК Алтын Шар. Квартира теплая,светлая,просторная,уютная. Санузел совмещенный. Есть отдельная гардеробная комната. Документы юридический чистые. Частично меблирована(забирают только холодильник). Отличное расположение…", бектурова 4/6,17500000,Риелтор,,панельный дом,False,2020,,,,,35.4,1,4.0,22.0,Есильский р-н
"2-комнатная квартира, 62 м², 6/12 этаж","2011 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, СРОЧНАЯ ПРОДАЖА в центре ГОРОДА 🔥🔥🔥 ТОЛЬКО В ЭТУ НЕДЕЛЮ за горячую цену целых 62 м2 Комнаты изолированы, тихий двор. Горячая цена! 🔥🔥🔥 Дом находится на улице Сауран. Налаженная инфраструктура, рядом 2 садика, через дорогу 59 школ…", Сауран 3/1,27500000,Риелтор,,,False,2011,2.7,,совмещенный,хорошее,62.0,2,6.0,12.0,Есильский р-н
"1-комнатная квартира, 33 м², 7/10 этаж","жил. комплекс Аружан, монолитный дом, 2018 г.п., потолки 3м., 🔥Внимание дорогой покупатель !🔥 документы есть. Ипотека есть. 10566603 ЖК Аружан комфорт + класса дом средний этаж 7/10 полноценная однокомнатная квартира частично меблировано ипотека рассматривается документы готовы в оформлению ключи…", Омарова 23,16900000,Риелтор,аружан,монолитный дом,False,2018,3.0,,,,33.0,1,7.0,10.0,Есильский р-н
"1-комнатная квартира, 19.9 м², 2/9 этаж","жил. комплекс Феникс, кирпичный дом, 2024 г.п., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, ЖК Феникс- сдача 2 квартал 2024 г! отделка черновая Дом уже полностью поднят идёт наружная отделка фиброцементные панели ипотеки нет по программе Не работаем", мкр Комсомольский Улы дала Е810,6400000,Риелтор,феникс,кирпичный дом,False,2024,2.8,,совмещенный,,19.9,1,2.0,9.0,Есильский р-н
"2-комнатная квартира, 62 м², 10/23 этаж","жил. комплекс Сенатор Park, монолитный дом, 2021 г.п., потолки 2.9м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, ЖК Сенатор Парк - готовый дом! отделка улучшенная! ипотеки Нет. отличное месторасположение рядом школа 72 детский сад ТД Мечта", Айнакол 66/1,19500000,Риелтор,сенатор park,монолитный дом,False,2021,2.9,,совмещенный,,62.0,2,10.0,23.0,Алматы р-н
"3-комнатная квартира, 98.8 м², 3/7 этаж","жил. комплекс Promenade Expo, монолитный дом, 2016 г.п., состояние: хорошее, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Продам 3-х комнатную квартиру, удобная для хозяев планировка с мастер стальной", мангилик ел 53 — улы дала,53500000,Хозяин недвижимости,promenade expo,монолитный дом,False,2016,3.0,,2,хорошее,98.8,3,3.0,7.0,Есильский р-н
"1-комнатная квартира, 33 м², 5/16 этаж","жил. комплекс KHAN RESIDENCE, монолитный дом, 2024 г.п., состояние: хорошее, потолки 2.75м., санузел совмещенный, без мебели, Улучшенная черновая. Потолок и стены ровные. Без меж комн дверей. Дом комфорт класса. Ключи на руках. Небольшой торг", Н. Тлендиева — ул. Баршын,10900000,Хозяин недвижимости,khan residence,монолитный дом,False,2024,2.75,без мебели,совмещенный,хорошее,33.0,1,5.0,16.0,Сарыарка р-н
"1-комнатная квартира, 21 м², 5/9 этаж","жил. комплекс Баскару 2,3,4,5, кирпичный дом, 2023 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, без мебели, Продается 1 комнатная (студия) в жк Баскару-5. документы ДДУ. Коммуникаций все центральные. Наличный расчет. Риэлто…", Калдаяков 26,9000000,Хозяин недвижимости,баскару 2,кирпичный дом,False,2023,2.7,без мебели,совмещенный,хорошее,21.0,1,5.0,9.0,Алматы р-н
"2-комнатная квартира, 78.9 м², 8/14 этаж","жил. комплекс Сапа-2007, кирпичный дом, 2011 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, 💥💥💥ЗАЕЗЖАЙ И ЖИВИ 💥💥💥 🔥🔥🔥Продаётся полноценная 2-х комнатная квартира. 🔥🔥🔥 ♦️квартира после евроремонта. ♦️Вся мебель остаётся и частично технику оставляем. ♦️Очень удобный и быстрый выезд н…", Косшыгулулы 7,35000000,Хозяин недвижимости,сапа 2007,кирпичный дом,False,2011,2.7,,совмещенный,хорошее,78.9,2,8.0,14.0,Сарыарка р-н
"2-комнатная квартира, 55.1 м², 3/18 этаж","жил. комплекс Мисон, монолитный дом, 2010 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, меблирована полностью, 🔥🔥🔥 СРОЧНО продаю 2 комнатную квартиру в ЖК Мисон. 🔥🔥🔥 ✅ Застройщик: Инвестиционная строительная компания ASI ✅ Ста…", Сарайшык,27000000,Риелтор,мисон,монолитный дом,False,2010,2.7,,совмещенный,хорошее,55.1,2,3.0,18.0,Есильский р-н
"1-комнатная квартира, 39 м², 4 этаж","кирпичный дом, 2024 г.п., Продам, срочно. сдача июнь июль месяц. Все вопросы по телефону", мкр Комсомольский Айтматова,12000000,Хозяин недвижимости,,кирпичный дом,False,2024,,,,,39.0,1,,,Есильский р-н
"2-комнатная квартира, 58 м², 4/9 этаж","В залоге, кирпичный дом, 2022 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, меблирована полностью, Продам квартиру в золотом квадрате района Байконур, удобная транспортная развязка, дом тёплый, двор благоустроенный, рядом школа, сквер, детский сад. Торг", Кенесары,27000000,Хозяин недвижимости,,кирпичный дом,True,2022,2.7,,раздельный,хорошее,58.0,2,4.0,9.0,Байконур р-н
"2-комнатная квартира, 45.7 м², 2/5 этаж","панельный дом, 1960 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет проводной, меблирована полностью, Продаётся 2 ком квартира очень теплая не в залоге в шаговой доступности Аграрный университет Мед.Академия поликлиника школа дет.сад Смолл и т.д. продаётся…", Проспект Победы — Аграрного университета,16000000,Хозяин недвижимости,,панельный дом,False,1960,2.7,,совмещенный,хорошее,45.7,2,2.0,5.0,Сарыарка р-н
"1-комнатная квартира, 22 м², 5/9 этаж","жил. комплекс Баскару 2,3,4,5, кирпичный дом, 2023 г.п., состояние: хорошее, потолки 2.7м., интернет ADSL, Продается кухня студия с ремонтом полностью мебелирована . ДДУ только нал ипотека не рассматривается. Менди все новые", Калдаяков 26,9600000,Хозяин недвижимости,баскару 2,кирпичный дом,False,2023,2.7,полностью мебели,,хорошее,22.0,1,5.0,9.0,Алматы р-н
"1-комнатная квартира, 42 м², 8/9 этаж","жил. комплекс Respublika, монолитный дом, 2023 г.п., состояние: черновая отделка, потолки 3м., Продается полноценная 1комн квартира в жк Республика, потолок 3м, квартира находится в отдельно стоящем 9 этажном доме, можно переделать на евродвушку, выход на экопарк, ключи и документы на руках", Е-36 5 — Сығанақ,22000000,Хозяин недвижимости,respublika,монолитный дом,False,2023,3.0,,,черновая отделка,42.0,1,8.0,9.0,Нура р-н
"2-комнатная квартира, 39 м², 3/9 этаж","жил. комплекс Кок Жайлау, монолитный дом, 2022 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована частично, #продам1нуринский Срочно продам 2 комнатную (евро) квартиру в жк Кок жайлау. Район Хан-шатыр. 1️⃣. Казыбек би 9.Ну…", Казыбек Би 9 — толе би роза багланова,26500000,Хозяин недвижимости,кок жайлау,монолитный дом,False,2022,3.0,,совмещенный,хорошее,39.0,2,3.0,9.0,Есильский р-н
"2-комнатная квартира, 84 м², 6/9 этаж","жил. комплекс Эльбрус, монолитный дом, 2020 г.п., потолки 2.7м., санузел совмещенный, телефон: нет, интернет через TV кабель, меблирована полностью, Продаётся 2-х комнатная квартира 84 кв. м, очень уютная, тёплая, со всеми удобствами, кондиционер, кладовка имеется отдельно для бытовых товар…", Нажимеденова 37,40000000,Хозяин недвижимости,эльбрус,монолитный дом,False,2020,2.7,,совмещенный,,84.0,2,6.0,9.0,Алматы р-н
"3-комнатная квартира, 98.39 м², 8/9 этаж","жил. комплекс GreenLine.Atmosfera, монолитный дом, 2024 г.п., состояние: черновая отделка, потолки 3м., Сдача 3 кв.2024 года. Работаем от застройщика. Описание Пластиковые окна, неугловая, комнаты изолированы, тихий двор. 💥Ландшафтное озеленение 💥Закрытый двор 💥Видеонаблюдение 24/7 💥Пункт охраны…", Кайым Мухамедханова 5,42809280,Риелтор,greenline.atmosfera,монолитный дом,False,2024,3.0,,,черновая отделка,98.39,3,8.0,9.0,Есильский р-н
"2-комнатная квартира, 53.8 м², 1/6 этаж","кирпичный дом, 2011 г.п., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, 🔴Район СарыаРКинский 🔴Улица Сокпакбаева 23/3 🔴Этаж 1 из 6 🔴площадь 54 кв 🔴Кол-во с/у 1 🔴Вид из окон во двор. 🔴Полностью меблирована. Бытовая мебель и тех…", Бердибек Сокпакбаев 23/3,20599990,Риелтор,,кирпичный дом,False,2011,2.7,,раздельный,,53.8,2,1.0,6.0,Сарыарка р-н
"2-комнатная квартира, 78.9 м², 2/10 этаж","жил. комплекс Алтын Ұя, монолитный дом, 2018 г.п., состояние: хорошее, телефон: отдельный, интернет проводной", Кордай 85 — детского сада,37000000,Хозяин недвижимости,алтын уя,монолитный дом,False,2018,,,,хорошее,78.9,2,2.0,10.0,Алматы р-н
"3-комнатная квартира, 94 м², 7/9 этаж","жил. комплекс Life Park, монолитный дом, 2019 г.п., потолки 2.7м., Продаётся полноценная 3х комнатная квартира. Квартира распашонка. Отличное состояние, заезжай и живи. Ипотека и наличный расчёт рассматривается. Двор закрытый на пандусе. Паркинг на уровне 1 этажа. Тихое и уютное расположение дома…", Орынбор 12,61000000,Риелтор,life park,монолитный дом,False,2019,2.7,,,,94.0,3,7.0,9.0,Есильский р-н
"2-комнатная квартира, 55 м², 5/5 этаж","панельный дом, 1984 г.п., состояние: хорошее, санузел совмещенный, телефон: есть возможность подключения, интернет оптика, меблирована частично, Продается очень уютная квартира в отличном районе с развитой инфраструктурой! Квартира не в залоге, с ремонтом, документы в порядке, готова к заселен…", Ташенова пер. 8/2,17000000,Риелтор,,панельный дом,False,1984,,,совмещенный,хорошее,55.0,2,5.0,5.0,Байконур р-н
"2-комнатная квартира, 53 м², 8/10 этаж","жил. комплекс Alma Park, кирпичный дом, 2022 г.п., потолки 3м., Продам уютную, новую, светлую полноценную 2-комнатную квартиру с современным ремонтом! Рядом ЖК Сердце столицы, ЖК Parassat, ЖК Времена года", Туран 40/1,39000000,Хозяин недвижимости,alma park,кирпичный дом,False,2022,3.0,,,,53.0,2,8.0,10.0,Есильский р-н
"3-комнатная квартира, 93 м², 1/5 этаж","кирпичный дом, 2000 г.п., состояние: среднее, потолки 2.5м., санузел раздельный, телефон: отдельный, интернет оптика, без мебели, Продам трёхкомнатную квартиру 93 м2, на первом этаже в 5-ти этажном жилом доме. Комнаты изолированные, санузел раздельный. Зимой тепло, летом прохладно. Удобно использ…", А Бараева 9,47300000,Хозяин недвижимости,,кирпичный дом,False,2000,2.5,без мебели,раздельный,среднее,93.0,3,1.0,5.0,Байконур р-н
"2-комнатная квартира, 59 м², 4/7 этаж","жил. комплекс Меркурий, монолитный дом, 2017 г.п., потолки 2.7м., санузел раздельный, интернет ADSL, меблирована полностью, Продается чистая, ухоженная, очень теплая 2 комнатная квартира. ✅Все комнаты изолированы. ✅Мебель остаётся. ✅Детская площадка на пандусе ✅Внизу паркинг. ✅Тихий район ✅Школ…", Айтматова 29а — Айтматова - Сыганак,27500000,Риелтор,меркурий,монолитный дом,False,2017,2.7,,раздельный,,59.0,2,4.0,7.0,Нура р-н
"1-комнатная квартира, 28.4 м², 2/4 этаж","жил. комплекс Koktobe Hills, кирпичный дом, 2024 г.п., состояние: черновая отделка, потолки 2.7м., Продам или обменяю одно комнатную кухня студию квартиру в жк Котобе Хилс 2 очередь сдача в Май 2024 Дом уже полностью построен, сейчас делают крышу и облицовку. Я хозяин", Умбетей жырау 2 — Узак батыр,6800000,Хозяин недвижимости,koktobe hills,кирпичный дом,False,2024,2.7,,,черновая отделка,28.4,1,2.0,4.0,Есильский р-н
"3-комнатная квартира, 78.8 м², 4/14 этаж","жил. комплекс Кулан-2, монолитный дом, 2013 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, меблирована частично, Продам полноценную 3х комнатную квартиру в хорошем районе. Хорошая транспортная развязка во все стороны города, остановка через дорогу напротив дома. Хорошая детская площад…", Кордай 75,41000000,Хозяин недвижимости,кулан,монолитный дом,False,2013,2.8,,раздельный,хорошее,78.8,3,4.0,14.0,Алматы р-н
"1-комнатная квартира, 36 м², 11/11 этаж","панельный дом, 2020 г.п., состояние: хорошее, потолки 2.8м., Продается 1-комн квартира, уютная, чистая. В квартире есть все необходимое, мебель и частично техника остается. Рядом школа Бином, поликлиника в доме на 1-м этаже, супермаркет Анвар, Магнум. В шаговой доступности Хан Шатыр, Азия п…", Абикен Бектурова 4,17500000,Риелтор,,панельный дом,False,2020,2.8,,,хорошее,36.0,1,11.0,11.0,Есильский р-н
"4-комнатная квартира, 103 м², 12/17 этаж","жил. комплекс Qazaq Eli Kulan, монолитный дом, 2023 г.п., состояние: хорошее, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет оптика, меблирована полностью", А. Байтурсынова 32/1,65000000,Хозяин недвижимости,qazaq eli kulan,монолитный дом,False,2023,3.0,,2,хорошее,103.0,4,12.0,17.0,Алматы р-н
"4-комнатная квартира, 141 м², 4/9 этаж","жил. комплекс Grand Turan Avenue, монолитный дом, 2024 г.п., потолки 3м., санузел раздельный, ✅ Продам 4х комнатный квартира. ✅ ЖК Grand Turan Avenue 1 ✅ Дом бизнес КЛАСС. ✅ Застройшик Bi group. ✅ Срок сдачи 27.04.2024 г ✅ Крытый паркинг, Закрытый двор ✅ Первая линия пр. Туран ✅ Высота потолков 3 м…", мкр Комсомольский Туран 41,87700000,Хозяин недвижимости,grand turan avenue,монолитный дом,False,2024,3.0,,раздельный,,141.0,4,4.0,9.0,Есильский р-н
"7-комнатная квартира, 307.5 м², 6/7 этаж","кирпичный дом, 2010 г.п., состояние: хорошее, жил. площадь 189.9 м², кухня 27.2 м², санузел 2 с/у и более, телефон: отдельный, интернет оптика, 7-ми комнатная квартира, Этажность – 7 (9), состояние –, 2 санузла. Площадь: общая 307, 5 кв. м. жилая 189, 9 кв. м. год постройки: 2010 г. коммуникац…", Туран 14/1,114015773,Риелтор,,кирпичный дом,False,2010,,,2,хорошее,307.5,7,6.0,7.0,Есильский р-н
"1-комнатная квартира, 21 м², 2/10 этаж","жил. комплекс Баскару 2,3,4,5, кирпичный дом, 2022 г.п., потолки 2.7м., ЖК Баскару-5, ключи и счетчики на руках, 1эт на уровне 2го", Райымбек батыр 54,7300000,Риелтор,баскару 2,кирпичный дом,False,2022,2.7,,,,21.0,1,2.0,10.0,Алматы р-н
"1-комнатная квартира, 35.5 м², 4/9 этаж","кирпичный дом, 2014 г.п., состояние: требует ремонта, потолки 2.7м., санузел совмещенный, меблирована частично, Продам 1 ком. квартиру, частично с мебелью и техникой. с 2014 года жил один хозяин. хорошее расположение - рядом 2 школы (каз. и рус.), дет.сад, супермаркеты окна смотрят на 67 школу. Д…", Шаймерден Косшыгулулы — 67 школа,16000000,Хозяин недвижимости,,кирпичный дом,False,2014,2.7,,совмещенный,требует ремонта,35.5,1,4.0,9.0,Сарыарка р-н
"4-комнатная квартира, 184.5 м², 7/24 этаж","жил. комплекс Хайвил Астана, 2011 г.п., состояние: хорошее, жил. площадь 125.7 м², кухня 14.6 м², санузел 2 с/у и более, телефон: отдельный, интернет оптика, 4-х комнатная квартира, Этажность – 7 (24), состояние –, 4 санузла. площадь: общая 184, 5 кв. м. жилая 125, 7 кв. м. год постройки: 2011 г…", Байтурсынова 5,90166442,Риелтор,хайвил астана,,False,2011,,,2,хорошее,184.5,4,7.0,24.0,Алматы р-н
"1-комнатная квартира, 35.4 м², 1/10 этаж","жил. комплекс Mechta, кирпичный дом, 2022 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: нет, интернет проводной, меблирована полностью, Продаю 1комнатную квартиру 2022года, ремонт, мебель, быттехника, интернет, тепло, рядом магазины, детсады, школа, учебные ценры, поликлин…", Култегин 13,23000000,Хозяин недвижимости,mechta,кирпичный дом,False,2022,3.0,,совмещенный,хорошее,35.4,1,1.0,10.0,Есильский р-н
"2-комнатная квартира, 60 м², 7/24 этаж","2016 г.п., ИЩЕТЕ КВАРТИРУ МЕЧТЫ? ЖК ""Времена года"" вы влюбитесь в эту великолепную квартиру площадью 60 кв. м. Квартира с ремонтом, с прекрасной аурой. окна смотрят на ЮГа-Запад. ✅документы на руках, юридический чиста. ✅Комфорт класса жилой комплекс, застройщик BI GROUP . ✅Паркинг в доме…", Кабанбай батыр 46,29500000,Риелтор,,,False,2016,,,,,60.0,2,7.0,24.0,Есильский р-н
"2-комнатная квартира, 61.57 м², 2/14 этаж","жил. комплекс GreenLine.Atmosfera, монолитный дом, 2024 г.п., состояние: черновая отделка, потолки 3м., Сдача 3 кв.2024 года. Работаем от застройщика. Описание Пластиковые окна, неугловая, комнаты изолированы, тихий двор. 💥Ландшафтное озеленение 💥Закрытый двор 💥Видеонаблюдение 24/7 💥Пункт охраны…", Кайым Мухамедханова 5,30600290,Риелтор,greenline.atmosfera,монолитный дом,False,2024,3.0,,,черновая отделка,61.57,2,2.0,14.0,Есильский р-н
"3-комнатная квартира, 80 м², 9/10 этаж","жил. комплекс Саяхат, кирпичный дом, 2007 г.п., потолки 2.8м., Срочно продам квартиру. Улучшенная планировка. Дом теплый, кирпичный. Рядом три школы, детские сада!. Реальному покупателю - скидка!", Аспара,26500000,Риелтор,саяхат,кирпичный дом,False,2007,2.8,,,,80.0,3,9.0,10.0,Сарыарка р-н
"1-комнатная квартира, 30 м², 1/4 этаж","жил. комплекс Социум, кирпичный дом, 2008 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет проводной, меблирована частично, Продам квартиру -9000000 тенге. кухню студию 30 КВ. м 1/4 этаж после капитального ремонта (наливные полы. ламинат плитка в прихожей…", Жаханша Досмухамедүлы 20/7 — КамАЗ центра,9000000,Хозяин недвижимости,социум,кирпичный дом,False,2008,2.7,,совмещенный,хорошее,30.0,1,1.0,4.0,Байконур р-н
"3-комнатная квартира, 78 м², 4/10 этаж","жил. комплекс Mechta, кирпичный дом, 2022 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: нет, интернет проводной, меблирована полностью, 3- ком квартира, светлая, уютная, распашонка, чистая и аккуратная с хорошим ремонтом, качественная сантехника. Закрытый двор для безопасн…", Култегин 11а,44500000,Хозяин недвижимости,mechta,кирпичный дом,False,2022,3.0,,совмещенный,хорошее,78.0,3,4.0,10.0,Нура р-н
"2-комнатная квартира, 59 м², 9/9 этаж","кирпичный дом, 2017 г.п., состояние: хорошее, санузел раздельный, Район Кошкарбаева - Жумабаева. Отличный район, рядом 2 школы, 3 садика, остановка, магазины, автобусы 3, 11, 20, 21, 33, 41, 57, 84. В 5 минутах езды мечечь Хазрет султана, Пирамида, Национальный музей, парк, театр и вокзал Нұрлы Жол…", Кенен Азирбаева 10 — Магжан Жумабаева,24000000,Хозяин недвижимости,,кирпичный дом,False,2017,,,раздельный,хорошее,59.0,2,9.0,9.0,Алматы р-н
